date,hrs_work,capital,rGDP,log_A_t,A_t,k_t
1970-01-01 00:00:00.000002001,227725,50697112,14230.726,-2.9348998948005764,0.8011644758882498,222.6242705017016
1970-01-01 00:00:00.000002002,225643,51889248,14472.712,-2.9098265422362974,0.8215063085395106,229.9617005623928
1970-01-01 00:00:00.000002003,224449,53148096,14877.313,-2.8778267462440663,0.8482194712422528,236.7936413171812
1970-01-01 00:00:00.000002004,227128,54536764,15449.757,-2.8523539577546977,0.8701035270887418,240.11466661970343
1970-01-01 00:00:00.000002005,230400,56048848,15987.958,-2.832805973338031,0.887279629421371,243.26756944444443
1970-01-01 00:00:00.000002006,234732,57539832,16433.148,-2.824197571792581,0.8949506590346418,245.1299013342876
1970-01-01 00:00:00.000002007,236610,58882184,16762.446,-2.8127786078227555,0.9052286386233173,248.85754617302734
1970-01-01 00:00:00.000002008,234039,59951996,16781.485,-2.801585923386831,0.9154174910546454,256.16241737488195
1970-01-01 00:00:00.000002009,221573,60486876,16349.111,-2.7748614711755284,0.9402113475415577,272.98847783800375
1970-01-01 00:00:00.000002010,222053,61035284,16789.751,-2.750636190695392,0.9632663607242828,274.8680900505735
1970-01-01 00:00:00.000002011,226014,61657132,17052.411,-2.7525677601882315,0.9614075406064774,272.8022688859982
1970-01-01 00:00:00.000002012,230328,62424416,17442.759,-2.7486459958703797,0.9651853574057282,271.02400055572923
1970-01-01 00:00:00.000002013,233870,63225104,17812.167,-2.7428743816376535,0.970772141825299,270.34294266045237
1970-01-01 00:00:00.000002014,238609,64118472,18261.714,-2.7378293382637864,0.975682104459962,268.71774325360735
1970-01-01 00:00:00.000002015,243112,65053556,18799.622,-2.727368796422777,0.9859418355564082,267.58677481983614
1970-01-01 00:00:00.000002016,246571,65971328,19141.672,-2.7234620114698025,0.9898012322917948,267.55509772033207
1970-01-01 00:00:00.000002017,250050,66940280,19612.103,-2.7132108799953762,1.0,267.70757848430316
1970-01-01 00:00:00.000002018,254165,68005632,20193.895,-2.700284195665816,1.0130105950862403,267.5648968189955
1970-01-01 00:00:00.000002019,257352,69059464,20715.672,-2.6873226346809123,1.0262262564722964,268.3463272094252
